Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count,mChe+SYTO-9 Abs. Count,SYTO-9 Abs. Count,SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean PE-Texas Red-H
1,Specimen1,1,A1,Sample1,10/6/2017 12:21:13 PM,325260,1260,111640,65071,265589,10014
1,Specimen1,1,A2,Sample2,10/6/2017 12:22:44 PM,339300,1520,108400,59710,326438,10206
1,Specimen1,1,A3,Sample3,10/6/2017 12:24:16 PM,243620,1340,115040,58321,325419,12750
1,Specimen1,1,A1,Sample4,10/6/2017 12:25:47 PM,257660,800,93080,70039,477538,13461
1,Specimen1,1,A2,Sample5,10/6/2017 12:27:18 PM,229060,940,93280,64951,296044,11631
1,Specimen1,1,A3,Sample6,10/6/2017 12:28:50 PM,224380,1060,102120,61020,351892,10043
1,Specimen1,1,A1,Sample7,10/6/2017 12:30:21 PM,252800,1100,0,0,812,2053
1,Specimen1,1,A2,Sample8,10/6/2017 12:31:53 PM,237760,1200,37340,66432,219996,9059
1,Specimen1,1,A3,Sample9,10/6/2017 12:33:24 PM,222260,1140,43920,63389,175791,9674
1,Specimen1,1,B1,Sample55,10/6/2017 12:34:56 PM,386750,90,110,42348,720,5123
1,Specimen1,1,B2,Sample56,10/6/2017 12:37:14 PM,422370,70,70,76695,906,2644
1,Specimen1,1,B3,Sample57,10/6/2017 12:39:32 PM,428870,130,60,16114,2303,2827
1,Specimen1,1,C1,Sample10,10/6/2017 12:41:51 PM,246740,168500,680,19803,1942,12458
1,Specimen1,1,C2,Sample11,10/6/2017 12:43:22 PM,246220,176960,3480,22197,52828,10725
1,Specimen1,1,C3,Sample12,10/6/2017 12:44:54 PM,279760,205720,5080,30518,49302,11317
1,Specimen1,1,C1,Sample13,10/6/2017 12:46:25 PM,234780,157860,900,19589,2220,12320
1,Specimen1,1,C2,Sample14,10/6/2017 12:47:56 PM,243360,164460,3260,25319,52450,10677
1,Specimen1,1,C3,Sample15,10/6/2017 12:49:28 PM,275340,200440,4060,21507,48477,11263
1,Specimen1,1,C1,Sample16,10/6/2017 12:50:59 PM,220980,52340,700,8905,4719,12746
1,Specimen1,1,C2,Sample17,10/6/2017 12:52:31 PM,244820,68460,1380,16867,50125,10599
1,Specimen1,1,C3,Sample18,10/6/2017 12:54:02 PM,253980,83440,1920,23470,47284,11181
