Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count,mChe+SYTO-9 Abs. Count,SYTO-9 Abs. Count,SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean PE-Texas Red-H
1,Specimen1,1,A1,Sample1,10/5/2017 8:08:37 PM,199940,1260,57040,54346,240067,7069
1,Specimen1,1,A2,Sample2,10/5/2017 8:10:09 PM,166140,1100,56620,54401,227749,7437
1,Specimen1,1,A3,Sample3,10/5/2017 8:11:40 PM,149500,900,55540,52780,150103,6307
1,Specimen1,1,A1,Sample4,10/5/2017 8:13:11 PM,150280,800,47940,52616,335683,9338
1,Specimen1,1,A2,Sample5,10/5/2017 8:14:43 PM,151580,860,47840,51544,217268,8226
1,Specimen1,1,A3,Sample6,10/5/2017 8:16:14 PM,159380,860,51580,54082,419190,11467
1,Specimen1,1,A1,Sample7,10/5/2017 8:17:45 PM,241620,1400,300,24345,1202,2575
1,Specimen1,1,A2,Sample8,10/5/2017 8:19:17 PM,172160,1040,14540,49436,100997,3696
1,Specimen1,1,A3,Sample9,10/5/2017 8:20:48 PM,200200,1280,19820,57289,66145,5412
1,Specimen1,1,B1,Sample55,10/5/2017 8:22:20 PM,11960,10,200,23441,997,6485
1,Specimen1,1,B2,Sample56,10/5/2017 8:25:38 PM,13910,0,40,88120,0,0
1,Specimen1,1,B3,Sample57,10/5/2017 8:27:56 PM,13130,0,140,47561,0,0
1,Specimen1,1,C1,Sample10,10/5/2017 8:30:15 PM,474500,373700,5600,11692,14037,10850
1,Specimen1,1,C2,Sample11,10/5/2017 8:31:46 PM,243880,169380,2920,15167,14077,10255
1,Specimen1,1,C3,Sample12,10/5/2017 8:33:18 PM,266760,197440,2780,13048,13341,10485
1,Specimen1,1,C1,Sample13,10/5/2017 8:34:49 PM,451360,357920,5320,8837,13440,10925
1,Specimen1,1,C2,Sample14,10/5/2017 8:36:20 PM,250120,159240,2600,13453,13169,10383
1,Specimen1,1,C3,Sample15,10/5/2017 8:37:52 PM,281840,193920,2360,16913,12735,10585
1,Specimen1,1,C1,Sample16,10/5/2017 8:39:23 PM,311380,139200,1400,10650,12601,10871
1,Specimen1,1,C2,Sample17,10/5/2017 8:40:55 PM,244260,55280,700,13996,12753,10330
1,Specimen1,1,C3,Sample18,10/5/2017 8:42:26 PM,264620,81500,580,13000,11999,10623
1,Specimen1,1,D1,Sample58,10/5/2017 8:43:58 PM,13130,630,100,10324,10176,10031
1,Specimen1,1,D2,Sample59,10/5/2017 8:46:16 PM,11960,160,100,7825,10338,11300
1,Specimen1,1,D3,Sample60,10/5/2017 8:48:34 PM,13000,10,180,26901,401,10237
1,Specimen1,1,E1,Sample19,10/5/2017 8:50:53 PM,278720,143580,19240,40747,15045,10633
1,Specimen1,1,E2,Sample20,10/5/2017 8:52:24 PM,313300,194220,24000,55523,10783,11063
1,Specimen1,1,E3,Sample21,10/5/2017 8:53:56 PM,351780,243740,24380,49797,11580,11195
1,Specimen1,1,E1,Sample22,10/5/2017 8:55:27 PM,282100,143860,17280,44846,12826,10624
1,Specimen1,1,E2,Sample23,10/5/2017 8:56:59 PM,312520,185000,22120,51893,11747,11234
1,Specimen1,1,E3,Sample24,10/5/2017 8:58:30 PM,378560,242040,24380,51123,11476,11240
1,Specimen1,1,E1,Sample25,10/5/2017 9:00:02 PM,263920,1280,80,12422,1226,3118
1,Specimen1,1,E2,Sample26,10/5/2017 9:01:33 PM,257720,72040,6760,59597,9753,11144
1,Specimen1,1,E3,Sample27,10/5/2017 9:03:05 PM,253760,900,20,6878,710,1947
1,Specimen1,1,F1,Sample61,10/5/2017 9:04:36 PM,11830,130,110,44186,5127,10103
1,Specimen1,1,F2,Sample62,10/5/2017 9:06:54 PM,11570,50,90,73029,1440,9898
1,Specimen1,1,F3,Sample63,10/5/2017 9:09:12 PM,12090,20,150,18053,7542,4363
1,Specimen1,1,G1,Sample64,10/5/2017 9:11:31 PM,11310,0,10,7511,0,0
1,Specimen1,1,G2,Sample65,10/5/2017 9:13:49 PM,11960,10,110,51694,49690,4094
1,Specimen1,1,G3,Sample66,10/5/2017 9:16:07 PM,12610,0,160,44868,0,0
1,Specimen1,1,A5,Sample28,10/5/2017 9:18:26 PM,73060,460,1620,18260,112344,8613
1,Specimen1,1,A6,Sample29,10/5/2017 9:19:57 PM,70460,480,1640,16013,149029,8518
1,Specimen1,1,A7,Sample30,10/5/2017 9:21:28 PM,67860,540,1800,26040,231962,21964
1,Specimen1,1,A5,Sample31,10/5/2017 9:23:00 PM,94900,520,1700,16140,349824,8011
1,Specimen1,1,A6,Sample32,10/5/2017 9:24:31 PM,84500,660,1780,17116,228393,9286
1,Specimen1,1,A7,Sample33,10/5/2017 9:26:03 PM,92560,420,2520,31440,328608,8730
1,Specimen1,1,A5,Sample34,10/5/2017 9:27:34 PM,258920,1200,20,4826,727,1959
1,Specimen1,1,A6,Sample35,10/5/2017 9:29:06 PM,184080,840,600,11242,17083,3409
1,Specimen1,1,A7,Sample36,10/5/2017 9:30:37 PM,239420,1240,0,0,955,2022
1,Specimen1,1,B5,Sample67,10/5/2017 9:32:09 PM,14300,10,0,0,1359,3186
1,Specimen1,1,B6,Sample68,10/5/2017 9:34:27 PM,11700,0,30,29260,0,0
1,Specimen1,1,B7,Sample69,10/5/2017 9:36:46 PM,11570,0,50,51460,0,0
1,Specimen1,1,C5,Sample37,10/5/2017 9:39:04 PM,22982000,22851760,60940,12456,12284,9564
1,Specimen1,1,C6,Sample38,10/5/2017 9:40:35 PM,14311960,14236160,26600,16906,12120,8643
