Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count,mChe+SYTO-9 Abs. Count,SYTO-9 Abs. Count,SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean PE-Texas Red-H
1,Specimen1,1,A1,Sample1,10/6/2017 9:02:05 PM,530660,1480,313620,40319,31662,10407
1,Specimen1,1,A2,Sample2,10/6/2017 9:03:37 PM,298480,540,158560,41267,167753,8100
1,Specimen1,1,A3,Sample3,10/6/2017 9:05:08 PM,276640,540,164100,51746,111565,9091
1,Specimen1,1,A1,Sample4,10/6/2017 9:06:39 PM,464360,780,267980,40446,27828,9103
1,Specimen1,1,A2,Sample5,10/6/2017 9:08:11 PM,290160,460,146380,41951,77394,10445
1,Specimen1,1,A3,Sample6,10/6/2017 9:09:43 PM,277940,620,156620,53501,142664,13375
1,Specimen1,1,A1,Sample7,10/6/2017 9:11:14 PM,254460,900,800,17611,899,2337
1,Specimen1,1,A2,Sample8,10/6/2017 9:12:45 PM,244060,1140,480,6920,1031,3631
1,Specimen1,1,A3,Sample9,10/6/2017 9:14:17 PM,235280,840,440,1499,827,2000
1,Specimen1,1,B1,Sample55,10/6/2017 9:15:49 PM,159900,140,570,16750,6055,6922
1,Specimen1,1,B2,Sample56,10/6/2017 9:18:07 PM,164840,70,1220,3279,6019,3223
1,Specimen1,1,B3,Sample57,10/6/2017 9:20:25 PM,171730,70,640,18051,4426,2805
1,Specimen1,1,C1,Sample10,10/6/2017 9:22:44 PM,882960,810760,7640,13167,48486,11522
1,Specimen1,1,C2,Sample11,10/6/2017 9:24:15 PM,298740,212320,6560,8935,33273,10892
1,Specimen1,1,C3,Sample12,10/6/2017 9:25:47 PM,579540,501460,10500,14874,46663,12574
1,Specimen1,1,C1,Sample13,10/6/2017 9:27:18 PM,890240,816040,7900,11588,47397,11549
1,Specimen1,1,C2,Sample14,10/6/2017 9:28:49 PM,309660,208020,6780,9992,33352,11016
1,Specimen1,1,C3,Sample15,10/6/2017 9:30:21 PM,587860,499680,10340,13683,45396,12597
1,Specimen1,1,C1,Sample16,10/6/2017 9:31:53 PM,462800,291880,2940,9855,46077,11570
1,Specimen1,1,C2,Sample17,10/6/2017 9:33:24 PM,280160,76100,2960,9537,31518,11003
1,Specimen1,1,C3,Sample18,10/6/2017 9:34:55 PM,381160,202200,4260,10091,44312,12611
1,Specimen1,1,D1,Sample58,10/6/2017 9:36:27 PM,154180,2040,850,4434,40857,11628
1,Specimen1,1,D2,Sample59,10/6/2017 9:38:45 PM,164970,270,440,6609,32775,9608
1,Specimen1,1,D3,Sample60,10/6/2017 9:41:04 PM,168740,170,1470,6795,29810,9605
1,Specimen1,1,E1,Sample19,10/6/2017 9:43:22 PM,318760,123680,88440,48132,21618,9711
1,Specimen1,1,E2,Sample20,10/6/2017 9:44:54 PM,431860,202680,101520,40564,21858,10739
1,Specimen1,1,E3,Sample21,10/6/2017 9:46:25 PM,582920,298620,143200,40478,25099,11043
1,Specimen1,1,E1,Sample22,10/6/2017 9:47:57 PM,329420,124260,88260,48747,20682,9716
1,Specimen1,1,E2,Sample23,10/6/2017 9:49:28 PM,441740,203240,99520,41553,21101,10811
1,Specimen1,1,E3,Sample24,10/6/2017 9:50:59 PM,602680,306820,143200,41495,24120,11191
1,Specimen1,1,E1,Sample25,10/6/2017 9:52:31 PM,231860,900,660,3074,3355,4176
1,Specimen1,1,E2,Sample26,10/6/2017 9:54:02 PM,254180,860,260,3206,952,2057
1,Specimen1,1,E3,Sample27,10/6/2017 9:55:34 PM,207680,740,600,4722,961,2231
1,Specimen1,1,F1,Sample61,10/6/2017 9:57:05 PM,146900,110,790,11612,17443,13343
1,Specimen1,1,F2,Sample62,10/6/2017 9:59:23 PM,148200,40,1220,1903,11279,6606
1,Specimen1,1,F3,Sample63,10/6/2017 10:01:42 PM,161850,10,850,8341,1072,1873
1,Specimen1,1,G1,Sample64,10/6/2017 10:04:00 PM,131300,60,270,7132,4421,8985
1,Specimen1,1,G2,Sample65,10/6/2017 10:06:19 PM,135720,0,160,5883,0,0
1,Specimen1,1,G3,Sample66,10/6/2017 10:08:37 PM,147030,40,330,14591,14006,6748
1,Specimen1,1,A5,Sample28,10/6/2017 10:10:56 PM,104000,100,14200,313171,133310,6431
1,Specimen1,1,A6,Sample29,10/6/2017 10:12:27 PM,68380,100,5460,13115,333639,2900
1,Specimen1,1,A7,Sample30,10/6/2017 10:13:58 PM,71240,160,5340,13050,166880,12248
1,Specimen1,1,A5,Sample31,10/6/2017 10:15:30 PM,108940,140,15100,306549,239853,2605
1,Specimen1,1,A6,Sample32,10/6/2017 10:17:01 PM,80860,120,6360,10372,230481,3930
1,Specimen1,1,A7,Sample33,10/6/2017 10:18:32 PM,81120,180,6740,14615,246945,3971
