Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count,mChe+SYTO-9 Abs. Count,SYTO-9 Abs. Count,SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean PE-Texas Red-H
1,MixedC_StainedSYTO9,1,A1,Sample1,10/11/2017 8:14:09 PM,692900,11120,172300,109582,276803,4139
1,MixedC_StainedSYTO9,1,A2,Sample2,10/11/2017 8:15:40 PM,785200,13080,237340,111709,209294,6903
1,MixedC_StainedSYTO9,1,A3,Sample3,10/11/2017 8:17:11 PM,614120,10160,191600,147634,320679,8793
1,MixedC_StainedSYTO9,1,A1,Sample4,10/11/2017 8:18:43 PM,577200,7400,154600,110291,296332,3852
1,MixedC_StainedSYTO9,1,A2,Sample5,10/11/2017 8:20:14 PM,745940,9200,226840,112173,244406,4955
1,MixedC_StainedSYTO9,1,A3,Sample6,10/11/2017 8:21:46 PM,591500,11740,185880,148716,379946,5166
1,MixedC_StainedSYTO9,1,G1,Sample10,10/11/2017 8:23:17 PM,82940,1220,510,85914,13803,1486
1,MixedC_StainedSYTO9,1,C1,Sample11,10/11/2017 8:25:36 PM,707980,562140,1280,97176,14259,3839
1,MixedC_StainedSYTO9,1,C2,Sample12,10/11/2017 8:27:07 PM,720720,570580,2820,85199,20314,3998
1,MixedC_StainedSYTO9,1,C3,Sample13,10/11/2017 8:28:39 PM,774280,607260,7540,81688,24966,3754
1,MixedC_StainedSYTO9,1,C1,Sample14,10/11/2017 8:30:10 PM,728260,572740,1400,98453,14399,3973
1,MixedC_StainedSYTO9,1,C2,Sample15,10/11/2017 8:31:42 PM,712920,559520,1780,108283,22851,4548
1,MixedC_StainedSYTO9,1,C3,Sample16,10/11/2017 8:33:13 PM,780520,605980,6140,87861,25338,3808
1,MixedC_StainedSYTO9,1,G2,Sample20,10/11/2017 8:34:45 PM,79300,3440,50,89654,12155,2287
1,MixedC_StainedSYTO9,1,E1,Sample21,10/11/2017 8:37:03 PM,597220,364100,33940,122667,15988,3860
1,MixedC_StainedSYTO9,1,E2,Sample22,10/11/2017 8:38:35 PM,766220,524220,37280,136598,20309,3852
1,MixedC_StainedSYTO9,1,E3,Sample23,10/11/2017 8:40:06 PM,745420,442540,43260,90973,21334,3834
1,MixedC_StainedSYTO9,1,E1,Sample24,10/11/2017 8:41:38 PM,592280,360540,30840,121263,16846,4202
1,MixedC_StainedSYTO9,1,E2,Sample25,10/11/2017 8:43:09 PM,753740,510860,35180,143153,20026,3971
1,MixedC_StainedSYTO9,1,E3,Sample26,10/11/2017 8:44:41 PM,736320,434460,39960,95919,21039,3973
1,MixedC_StainedSYTO9,1,G3,Sample30,10/11/2017 8:46:12 PM,82160,3010,160,81905,7509,2430
2,Toluene_StainedSYTO9,1,A4,Sample1,10/11/2017 8:48:30 PM,158600,1820,1580,92948,57906,2120
2,Toluene_StainedSYTO9,1,A5,Sample2,10/11/2017 8:50:02 PM,155480,1340,1220,88658,50013,2010
2,Toluene_StainedSYTO9,1,A6,Sample3,10/11/2017 8:51:33 PM,160160,800,2400,97808,36724,1942
2,Toluene_StainedSYTO9,1,A4,Sample4,10/11/2017 8:53:05 PM,171860,1020,1860,96471,46528,1665
2,Toluene_StainedSYTO9,1,A5,Sample5,10/11/2017 8:54:36 PM,169780,1560,1180,77297,45562,2263
2,Toluene_StainedSYTO9,1,A6,Sample6,10/11/2017 8:56:08 PM,180180,2200,2380,85902,42343,2063
2,Toluene_StainedSYTO9,1,G4,Sample10,10/11/2017 8:57:39 PM,78000,1500,30,52056,3433,1417
2,Toluene_StainedSYTO9,1,C4,Sample11,10/11/2017 8:59:58 PM,769860,617120,12480,110895,89695,5177
2,Toluene_StainedSYTO9,1,C5,Sample12,10/11/2017 9:01:29 PM,1432080,1265900,23180,115228,99741,5286
2,Toluene_StainedSYTO9,1,C6,Sample13,10/11/2017 9:03:01 PM,1717820,1534340,26840,101716,104915,5286
2,Toluene_StainedSYTO9,1,C4,Sample14,10/11/2017 9:04:32 PM,793260,627700,13120,93995,88775,5268
2,Toluene_StainedSYTO9,1,C5,Sample15,10/11/2017 9:06:04 PM,1370720,1204500,22160,103510,101238,5458
2,Toluene_StainedSYTO9,1,C6,Sample16,10/11/2017 9:07:35 PM,1667900,1485620,25520,95150,105038,5369
2,Toluene_StainedSYTO9,1,G5,Sample17,10/11/2017 9:09:07 PM,77740,3480,420,121793,49095,2909
2,Toluene_StainedSYTO9,1,E4,Sample18,10/11/2017 9:11:25 PM,998920,797840,33240,97729,89139,5378
2,Toluene_StainedSYTO9,1,E5,Sample19,10/11/2017 9:12:57 PM,731640,568180,17020,124400,102704,5218
2,Toluene_StainedSYTO9,1,E6,Sample20,10/11/2017 9:14:28 PM,1304160,1121980,18140,116727,97322,5883
2,Toluene_StainedSYTO9,1,E4,Sample21,10/11/2017 9:16:00 PM,998660,792060,28700,88985,89947,5497
2,Toluene_StainedSYTO9,1,E5,Sample22,10/11/2017 9:17:31 PM,716040,552560,15000,111567,102715,5308
2,Toluene_StainedSYTO9,1,E6,Sample23,10/11/2017 9:19:02 PM,1282580,1099140,16100,116170,97672,5986
2,Toluene_StainedSYTO9,1,G6,Sample24,10/11/2017 9:20:34 PM,77220,2650,410,79716,37558,2809
2,Toluene_StainedSYTO9,1,H1,Sample25,10/11/2017 9:22:52 PM,73840,1080,140,83447,13542,1882
2,Toluene_StainedSYTO9,1,H2,Sample26,10/11/2017 9:24:24 PM,71240,920,200,125955,2591,1233
3,MixedC_Nonstained,1,A7,Sample1,10/11/2017 9:25:55 PM,919620,5360,4680,51972,3706,1164
3,MixedC_Nonstained,1,A8,Sample2,10/11/2017 9:27:27 PM,1425840,8440,3280,47627,1395,1062
3,MixedC_Nonstained,1,A9,Sample3,10/11/2017 9:28:58 PM,999440,7740,4600,46324,3139,1089
3,MixedC_Nonstained,1,A7,Sample4,10/11/2017 9:30:30 PM,958880,6480,9580,68857,4400,1165
3,MixedC_Nonstained,1,A8,Sample5,10/11/2017 9:32:01 PM,1509040,10840,5620,71828,2468,1215
3,MixedC_Nonstained,1,A9,Sample6,10/11/2017 9:33:33 PM,1044160,7900,9160,60247,5504,1220
3,MixedC_Nonstained,1,G7,Sample7,10/11/2017 9:35:05 PM,82160,1470,410,82385,2841,1453
3,MixedC_Nonstained,1,C7,Sample8,10/11/2017 9:37:25 PM,468000,253280,180,82095,181,4154
3,MixedC_Nonstained,1,C8,Sample9,10/11/2017 9:38:56 PM,502060,283980,60,72783,194,3998
3,MixedC_Nonstained,1,C9,Sample10,10/11/2017 9:40:28 PM,593060,331480,40,32455,256,3786
3,MixedC_Nonstained,1,C7,Sample11,10/11/2017 9:41:59 PM,458640,247420,80,84300,199,4220
3,MixedC_Nonstained,1,C8,Sample12,10/11/2017 9:43:31 PM,495820,277720,20,65512,227,4032
3,MixedC_Nonstained,1,C9,Sample13,10/11/2017 9:45:02 PM,597480,330720,20,36064,353,3888
3,MixedC_Nonstained,1,G8,Sample14,10/11/2017 9:46:35 PM,73190,2450,80,67197,2737,2007
3,MixedC_Nonstained,1,E7,Sample15,10/11/2017 9:48:54 PM,595400,209600,340,51942,206,4248
3,MixedC_Nonstained,1,E8,Sample16,10/11/2017 9:50:25 PM,686660,277300,420,59865,200,4283
3,MixedC_Nonstained,1,E9,Sample17,10/11/2017 9:51:56 PM,543140,195520,380,43171,266,4056
3,MixedC_Nonstained,1,E7,Sample18,10/11/2017 9:53:28 PM,608400,210640,500,45754,210,4257
3,MixedC_Nonstained,1,E8,Sample19,10/11/2017 9:54:59 PM,675740,265500,260,46058,203,4335
3,MixedC_Nonstained,1,E9,Sample20,10/11/2017 9:56:31 PM,554060,193780,700,48834,279,4158
3,MixedC_Nonstained,1,G9,Sample21,10/11/2017 9:58:02 PM,69420,1590,190,94618,1886,2043
4,Toluene_Nonstained,1,A10,Sample1,10/11/2017 10:00:23 PM,160420,960,100,73446,1497,1238
4,Toluene_Nonstained,1,A11,Sample2,10/11/2017 10:01:54 PM,163020,840,0,0,1223,1009
4,Toluene_Nonstained,1,A12,Sample3,10/11/2017 10:03:26 PM,200980,1060,20,34330,1078,1561
4,Toluene_Nonstained,1,A10,Sample18,10/11/2017 10:04:57 PM,177840,1100,0,0,0,0
4,Toluene_Nonstained,1,A11,Sample19,10/11/2017 10:06:29 PM,164060,560,20,0,0,0
4,Toluene_Nonstained,1,A12,Sample20,10/11/2017 10:08:00 PM,206000,5680,0,0,0,0
4,Toluene_Nonstained,1,G10,Sample22,10/11/2017 10:09:33 PM,67860,1010,10,93855,1166,1097
4,Toluene_Nonstained,1,C10,Sample23,10/11/2017 10:11:54 PM,985400,539620,0,0,0,0
4,Toluene_Nonstained,1,C11,Sample24,10/11/2017 10:13:25 PM,1548560,920820,80,0,0,0
4,Toluene_Nonstained,1,C12,Sample28,10/11/2017 10:14:57 PM,3359720,2261220,20,0,0,0
4,Toluene_Nonstained,1,C10,Sample29,10/11/2017 10:16:28 PM,1137240,654100,60,0,0,0
4,Toluene_Nonstained,1,C11,Sample30,10/11/2017 10:18:00 PM,1958580,1255420,40,0,0,0
4,Toluene_Nonstained,1,C12,Sample31,10/11/2017 10:19:31 PM,3160040,2104080,40,0,0,0
4,Toluene_Nonstained,1,G11,Sample32,10/11/2017 10:21:05 PM,81510,7320,60,0,0,0
4,Toluene_Nonstained,1,E10,Sample33,10/11/2017 10:23:23 PM,1084200,563620,20,0,0,0
4,Toluene_Nonstained,1,E11,Sample34,10/11/2017 10:24:55 PM,906100,478300,40,0,0,0
4,Toluene_Nonstained,1,E12,Sample35,10/11/2017 10:26:26 PM,2625480,1699140,100,0,0,0
4,Toluene_Nonstained,1,E10,Sample36,10/11/2017 10:27:58 PM,1293500,721400,20,0,0,0
4,Toluene_Nonstained,1,E11,Sample37,10/11/2017 10:29:29 PM,1040000,595540,20,0,0,0
4,Toluene_Nonstained,1,E12,Sample38,10/11/2017 10:31:01 PM,2652000,1699260,60,0,0,0
4,Toluene_Nonstained,1,G12,Sample39,10/11/2017 10:32:32 PM,142610,6140,50,0,0,0
4,Toluene_Nonstained,1,H3,Sample40,10/11/2017 10:34:51 PM,65390,1290,90,0,0,0
4,Toluene_Nonstained,1,H4,Sample41,10/11/2017 10:37:09 PM,64740,1330,50,0,0,0
4,Toluene_Nonstained,1,H5,Sample42,10/11/2017 10:39:27 PM,65650,880,100,0,0,0
4,Toluene_Nonstained,1,H6,Sample43,10/11/2017 10:41:45 PM,67210,1290,10,0,0,0
