Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count,mChe+SYTO-9 Abs. Count,SYTO-9 Abs. Count,SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean PE-Texas Red-H
1,MixedC_StainedSYTO9,1,A1,Sample1,10/11/2017 2:30:12 PM,541580,6120,120600,75496,111379,2869
1,MixedC_StainedSYTO9,1,A2,Sample2,10/11/2017 2:31:44 PM,423020,5840,133800,77607,119665,3297
1,MixedC_StainedSYTO9,1,A3,Sample3,10/11/2017 2:33:15 PM,423540,5280,162460,91051,159727,3693
1,MixedC_StainedSYTO9,1,A1,Sample4,10/11/2017 2:34:47 PM,415480,5880,110840,76417,76891,2960
1,MixedC_StainedSYTO9,1,A2,Sample5,10/11/2017 2:36:18 PM,388180,4420,119380,78158,103456,2988
1,MixedC_StainedSYTO9,1,A3,Sample6,10/11/2017 2:37:50 PM,424840,4880,159360,91228,117201,3109
1,MixedC_StainedSYTO9,1,G1,Sample10,10/11/2017 2:39:21 PM,152750,2020,690,83915,3332,1264
1,MixedC_StainedSYTO9,1,C1,Sample11,10/11/2017 2:41:40 PM,510640,355500,2800,92089,32283,3951
1,MixedC_StainedSYTO9,1,C2,Sample12,10/11/2017 2:43:11 PM,567840,407940,5080,85972,42641,4580
1,MixedC_StainedSYTO9,1,C3,Sample13,10/11/2017 2:44:43 PM,499980,330140,5420,77452,36097,4122
1,MixedC_StainedSYTO9,1,C1,Sample14,10/11/2017 2:46:14 PM,531440,365120,2360,94221,32124,4008
1,MixedC_StainedSYTO9,1,C2,Sample15,10/11/2017 2:47:46 PM,581360,415460,3760,81930,41804,4606
1,MixedC_StainedSYTO9,1,C3,Sample16,10/11/2017 2:49:17 PM,525980,339820,4940,81839,38546,4248
1,MixedC_StainedSYTO9,1,G2,Sample20,10/11/2017 2:50:49 PM,150150,3680,170,107636,20952,1649
1,MixedC_StainedSYTO9,1,E1,Sample21,10/11/2017 2:53:07 PM,528840,296080,31420,75304,57716,4249
1,MixedC_StainedSYTO9,1,E2,Sample22,10/11/2017 2:54:38 PM,532480,322440,25600,71090,43267,4066
1,MixedC_StainedSYTO9,1,E3,Sample23,10/11/2017 2:56:10 PM,534820,295220,37820,71663,46535,4074
1,MixedC_StainedSYTO9,1,E1,Sample24,10/11/2017 2:57:41 PM,499720,281880,24360,77251,52178,4052
1,MixedC_StainedSYTO9,1,E2,Sample25,10/11/2017 2:59:13 PM,540800,321720,21560,75410,45857,4325
1,MixedC_StainedSYTO9,1,E3,Sample26,10/11/2017 3:00:44 PM,536380,285780,36240,69467,44514,4077
1,MixedC_StainedSYTO9,1,G3,Sample30,10/11/2017 3:02:16 PM,153010,3670,270,71476,13134,2172
2,Toluene_StainedSYTO9,1,A4,Sample1,10/11/2017 3:04:34 PM,166920,1800,1100,72168,48821,2049
2,Toluene_StainedSYTO9,1,A5,Sample2,10/11/2017 3:06:06 PM,159380,1760,860,75075,24825,1364
2,Toluene_StainedSYTO9,1,A6,Sample3,10/11/2017 3:07:37 PM,168480,2000,1040,51526,43169,1421
2,Toluene_StainedSYTO9,1,A4,Sample4,10/11/2017 3:09:09 PM,176020,1680,840,73857,44338,1530
2,Toluene_StainedSYTO9,1,A5,Sample5,10/11/2017 3:10:40 PM,182260,1860,740,89021,72110,2907
2,Toluene_StainedSYTO9,1,A6,Sample6,10/11/2017 3:12:12 PM,182000,2500,1100,83599,51062,1828
2,Toluene_StainedSYTO9,1,G4,Sample10,10/11/2017 3:13:43 PM,147940,2780,60,57144,8961,1242
2,Toluene_StainedSYTO9,1,C4,Sample11,10/11/2017 3:16:01 PM,314860,165240,5240,83076,85546,4163
2,Toluene_StainedSYTO9,1,C5,Sample12,10/11/2017 3:17:33 PM,357240,200880,7840,107213,106194,4319
2,Toluene_StainedSYTO9,1,C6,Sample13,10/11/2017 3:19:04 PM,468000,303940,8300,104775,110909,4535
2,Toluene_StainedSYTO9,1,C4,Sample14,10/11/2017 3:20:36 PM,323440,164720,5040,85415,82195,4215
2,Toluene_StainedSYTO9,1,C5,Sample15,10/11/2017 3:22:07 PM,363480,202120,7080,100110,105326,4376
2,Toluene_StainedSYTO9,1,C6,Sample16,10/11/2017 3:23:39 PM,469300,302240,9280,92878,111503,4622
2,Toluene_StainedSYTO9,1,G5,Sample17,10/11/2017 3:25:10 PM,146640,3200,110,52147,20928,1561
2,Toluene_StainedSYTO9,1,E4,Sample18,10/11/2017 3:27:29 PM,423800,236880,10320,95736,111234,4313
2,Toluene_StainedSYTO9,1,E5,Sample19,10/11/2017 3:29:00 PM,299780,122360,11740,92909,96027,4253
2,Toluene_StainedSYTO9,1,E6,Sample20,10/11/2017 3:30:32 PM,391820,208860,5580,102681,105451,4764
2,Toluene_StainedSYTO9,1,E4,Sample21,10/11/2017 3:32:03 PM,432380,242420,10100,89673,110676,4346
2,Toluene_StainedSYTO9,1,E5,Sample22,10/11/2017 3:33:35 PM,298740,123620,11040,84537,93579,4324
2,Toluene_StainedSYTO9,1,E6,Sample23,10/11/2017 3:35:06 PM,393900,208980,5420,103448,105101,4881
2,Toluene_StainedSYTO9,1,G6,Sample24,10/11/2017 3:36:38 PM,150150,2930,150,162980,13823,1449
2,Toluene_StainedSYTO9,1,H1,Sample25,10/11/2017 3:38:56 PM,141700,1400,20,150803,4435,1228
2,Toluene_StainedSYTO9,1,H2,Sample26,10/11/2017 3:40:28 PM,138840,1860,100,124776,4145,1381
3,MixedC_Nonstained,1,A7,Sample1,10/11/2017 3:41:59 PM,451620,2800,8140,48856,5042,1266
3,MixedC_Nonstained,1,A8,Sample2,10/11/2017 3:43:31 PM,474500,2680,3200,44379,2882,1229
3,MixedC_Nonstained,1,A9,Sample3,10/11/2017 3:45:02 PM,655460,3500,5200,44092,4898,1505
3,MixedC_Nonstained,1,A7,Sample4,10/11/2017 3:46:34 PM,473200,1820,5640,48997,4247,1287
3,MixedC_Nonstained,1,A8,Sample5,10/11/2017 3:48:05 PM,500500,3700,2600,48806,3281,1995
3,MixedC_Nonstained,1,A9,Sample6,10/11/2017 3:49:37 PM,676780,4920,3900,46608,4079,1221
3,MixedC_Nonstained,1,G7,Sample7,10/11/2017 3:51:10 PM,149110,2720,620,91985,7441,1178
3,MixedC_Nonstained,1,C7,Sample8,10/11/2017 3:53:29 PM,323180,133780,120,105293,202,3664
3,MixedC_Nonstained,1,C8,Sample9,10/11/2017 3:55:01 PM,398840,187240,80,32904,316,3701
3,MixedC_Nonstained,1,C9,Sample10,10/11/2017 3:56:32 PM,439400,209180,80,69496,426,3512
3,MixedC_Nonstained,1,C7,Sample11,10/11/2017 3:58:04 PM,330980,137920,20,41958,243,3822
3,MixedC_Nonstained,1,C8,Sample12,10/11/2017 3:59:35 PM,401700,184420,80,54687,307,3704
3,MixedC_Nonstained,1,C9,Sample13,10/11/2017 4:01:07 PM,475020,222640,60,49048,717,4072
3,MixedC_Nonstained,1,G8,Sample14,10/11/2017 4:02:40 PM,145210,3090,100,65724,4226,1614
3,MixedC_Nonstained,1,E7,Sample15,10/11/2017 4:04:58 PM,367640,139520,200,40086,196,3846
3,MixedC_Nonstained,1,E8,Sample16,10/11/2017 4:06:30 PM,371540,141980,140,52412,239,3816
3,MixedC_Nonstained,1,E9,Sample17,10/11/2017 4:08:01 PM,393120,126300,280,40714,365,3637
3,MixedC_Nonstained,1,E7,Sample18,10/11/2017 4:09:33 PM,357240,132720,120,58118,203,3887
3,MixedC_Nonstained,1,E8,Sample19,10/11/2017 4:11:04 PM,371800,140200,60,57407,253,4043
3,MixedC_Nonstained,1,E9,Sample20,10/11/2017 4:12:36 PM,398320,131840,240,43828,328,3707
3,MixedC_Nonstained,1,G9,Sample21,10/11/2017 4:14:07 PM,138970,2650,130,74134,2524,1637
4,Toluene_Nonstained,1,A10,Sample1,10/11/2017 4:16:27 PM,157040,1020,40,35227,719,1246
4,Toluene_Nonstained,1,A11,Sample2,10/11/2017 4:17:59 PM,173160,740,20,76551,1400,1045
4,Toluene_Nonstained,1,A12,Sample3,10/11/2017 4:19:30 PM,196300,1000,0,0,489,1100
4,Toluene_Nonstained,1,A10,Sample18,10/11/2017 4:21:02 PM,175500,1020,20,59512,2549,1060
4,Toluene_Nonstained,1,A11,Sample19,10/11/2017 4:22:33 PM,173160,580,20,49569,1357,1507
4,Toluene_Nonstained,1,A12,Sample20,10/11/2017 4:24:05 PM,202040,5480,80,43310,8019,12562
4,Toluene_Nonstained,1,G10,Sample22,10/11/2017 4:25:38 PM,135980,2310,0,0,2284,1467
4,Toluene_Nonstained,1,C10,Sample23,10/11/2017 4:27:58 PM,348400,109760,20,119559,665,3220
4,Toluene_Nonstained,1,C11,Sample24,10/11/2017 4:29:30 PM,407160,157840,20,33580,329,3423
4,Toluene_Nonstained,1,C12,Sample28,10/11/2017 4:31:01 PM,699920,342320,40,30360,246,3568
4,Toluene_Nonstained,1,C10,Sample29,10/11/2017 4:32:33 PM,379080,127460,60,85163,547,3295
4,Toluene_Nonstained,1,C11,Sample30,10/11/2017 4:34:04 PM,459160,186100,20,62798,287,3375
4,Toluene_Nonstained,1,C12,Sample31,10/11/2017 4:35:36 PM,664300,320040,0,0,250,3602
4,Toluene_Nonstained,1,G11,Sample32,10/11/2017 4:37:09 PM,130520,2500,20,66434,1685,1463
4,Toluene_Nonstained,1,E10,Sample33,10/11/2017 4:39:28 PM,456300,176240,20,39351,387,3399
4,Toluene_Nonstained,1,E11,Sample34,10/11/2017 4:40:59 PM,381940,126920,60,65957,335,3095
4,Toluene_Nonstained,1,E12,Sample35,10/11/2017 4:42:31 PM,577200,271280,40,61672,252,3515
4,Toluene_Nonstained,1,E10,Sample36,10/11/2017 4:44:02 PM,532220,217220,20,30469,372,3440
4,Toluene_Nonstained,1,E11,Sample37,10/11/2017 4:45:34 PM,408980,148860,0,0,283,3135
4,Toluene_Nonstained,1,E12,Sample38,10/11/2017 4:47:05 PM,556920,253720,0,0,227,3520
4,Toluene_Nonstained,1,G12,Sample39,10/11/2017 4:48:37 PM,123240,2350,20,47262,1240,1499
4,Toluene_Nonstained,1,H3,Sample40,10/11/2017 4:50:55 PM,132990,2720,50,0,0,0
4,Toluene_Nonstained,1,H4,Sample41,10/11/2017 4:53:13 PM,131430,2130,170,0,0,0
4,Toluene_Nonstained,1,H5,Sample42,10/11/2017 4:55:32 PM,138060,2180,70,0,0,0
4,Toluene_Nonstained,1,H6,Sample43,10/11/2017 4:57:50 PM,133900,1740,40,0,0,0
