Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count,mChe+SYTO-9 Abs. Count,SYTO-9 Abs. Count,SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean PE-Texas Red-H
1,Specimen1,1,A1,Sample1,10/5/2017 8:08:37 PM,199940,1220,66000,47298,243535,7248
1,Specimen1,1,A2,Sample2,10/5/2017 8:10:09 PM,166140,1080,66240,46857,225513,7546
1,Specimen1,1,A3,Sample3,10/5/2017 8:11:40 PM,149500,880,63720,46304,152264,6424
1,Specimen1,1,A1,Sample4,10/5/2017 8:13:11 PM,150280,760,57100,44591,332920,9758
1,Specimen1,1,A2,Sample5,10/5/2017 8:14:43 PM,151580,840,57820,43111,216202,8383
1,Specimen1,1,A3,Sample6,10/5/2017 8:16:14 PM,159380,840,60380,46547,428883,11701
1,Specimen1,1,A1,Sample7,10/5/2017 8:17:45 PM,241620,1280,960,10353,1231,2622
1,Specimen1,1,A2,Sample8,10/5/2017 8:19:17 PM,172160,1000,18360,40039,104917,3795
1,Specimen1,1,A3,Sample9,10/5/2017 8:20:48 PM,200200,1180,24280,47523,70414,5671
1,Specimen1,1,B1,Sample55,10/5/2017 8:22:20 PM,11960,10,230,20586,997,6485
1,Specimen1,1,B2,Sample56,10/5/2017 8:25:38 PM,13910,0,130,28522,0,0
1,Specimen1,1,B3,Sample57,10/5/2017 8:27:56 PM,13130,0,180,37425,0,0
1,Specimen1,1,C1,Sample10,10/5/2017 8:30:15 PM,474500,373700,14620,6137,14037,10850
1,Specimen1,1,C2,Sample11,10/5/2017 8:31:46 PM,243880,169320,6420,8152,14071,10258
1,Specimen1,1,C3,Sample12,10/5/2017 8:33:18 PM,266760,197320,6440,6870,13310,10491
1,Specimen1,1,C1,Sample13,10/5/2017 8:34:49 PM,451360,357920,13320,5081,13440,10925
1,Specimen1,1,C2,Sample14,10/5/2017 8:36:20 PM,250120,159180,6500,6733,13150,10386
1,Specimen1,1,C3,Sample15,10/5/2017 8:37:52 PM,281840,193880,5740,8276,12733,10587
1,Specimen1,1,C1,Sample16,10/5/2017 8:39:23 PM,311380,139120,5280,4781,12605,10873
1,Specimen1,1,C2,Sample17,10/5/2017 8:40:55 PM,244260,55100,2460,5816,12775,10346
1,Specimen1,1,C3,Sample18,10/5/2017 8:42:26 PM,264620,81400,2420,4764,12007,10630
1,Specimen1,1,D1,Sample58,10/5/2017 8:43:58 PM,13130,630,270,5172,10176,10031
1,Specimen1,1,D2,Sample59,10/5/2017 8:46:16 PM,11960,160,220,4873,10338,11300
1,Specimen1,1,D3,Sample60,10/5/2017 8:48:34 PM,13000,10,240,20751,401,10237
1,Specimen1,1,E1,Sample19,10/5/2017 8:50:53 PM,278720,143540,37180,22615,15034,10635
1,Specimen1,1,E2,Sample20,10/5/2017 8:52:24 PM,313300,194200,35280,38536,10750,11064
1,Specimen1,1,E3,Sample21,10/5/2017 8:53:56 PM,351780,243680,36300,34266,11577,11198
