Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count,mChe+SYTO-9 Abs. Count,SYTO-9 Abs. Count,SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean PE-Texas Red-H
1,MixedC_StainedSYTO9,1,A1,Sample1,10/12/2017 4:53:33 PM,394940,1840,187100,49419,70864,8394
1,MixedC_StainedSYTO9,1,A2,Sample2,10/12/2017 4:55:04 PM,343980,1020,166400,63474,76058,10636
1,MixedC_StainedSYTO9,1,A3,Sample3,10/12/2017 4:56:36 PM,355160,1020,182760,54154,50681,9968
1,MixedC_StainedSYTO9,1,A1,Sample4,10/12/2017 4:58:07 PM,330200,660,156260,49738,89915,10291
1,MixedC_StainedSYTO9,1,A2,Sample5,10/12/2017 4:59:39 PM,329680,620,154520,62958,279409,43725
1,MixedC_StainedSYTO9,1,A3,Sample6,10/12/2017 5:01:10 PM,363740,1100,178940,52298,83189,10281
1,MixedC_StainedSYTO9,1,G1,Sample10,10/12/2017 5:02:42 PM,54860,220,1940,11670,6305,3073
1,MixedC_StainedSYTO9,1,C1,Sample11,10/12/2017 5:05:00 PM,281320,126180,12280,10044,14113,4062
1,MixedC_StainedSYTO9,1,C2,Sample12,10/12/2017 5:06:32 PM,295880,144520,21200,19601,26018,3886
1,MixedC_StainedSYTO9,1,C3,Sample13,10/12/2017 5:08:03 PM,321100,156140,20460,19576,24908,3954
1,MixedC_StainedSYTO9,1,C1,Sample14,10/12/2017 5:09:35 PM,266500,111140,10000,9980,14004,4075
1,MixedC_StainedSYTO9,1,C2,Sample15,10/12/2017 5:11:06 PM,294060,132560,19240,13643,22893,3708
1,MixedC_StainedSYTO9,1,C3,Sample16,10/12/2017 5:12:38 PM,335920,162160,21060,15270,25573,4013
1,MixedC_StainedSYTO9,1,G2,Sample20,10/12/2017 5:14:09 PM,62530,490,3350,3407,12219,3319
1,MixedC_StainedSYTO9,1,E1,Sample21,10/12/2017 5:16:28 PM,372320,85900,120100,56336,17202,3778
1,MixedC_StainedSYTO9,1,E2,Sample22,10/12/2017 5:17:59 PM,377000,107700,116660,58530,19826,3675
1,MixedC_StainedSYTO9,1,E3,Sample23,10/12/2017 5:19:31 PM,393380,119600,109980,52231,22983,3717
1,MixedC_StainedSYTO9,1,E1,Sample24,10/12/2017 5:21:02 PM,361920,81640,118380,56645,17363,3778
1,MixedC_StainedSYTO9,1,E2,Sample25,10/12/2017 5:22:34 PM,362440,99180,105660,58921,19014,3692
1,MixedC_StainedSYTO9,1,E3,Sample26,10/12/2017 5:24:05 PM,390520,116000,108400,53006,21093,3783
1,MixedC_StainedSYTO9,1,G3,Sample30,10/12/2017 5:25:37 PM,59020,530,3870,6126,13879,3473
2,Toluene_StainedSYTO9,1,A4,Sample1,10/12/2017 5:27:55 PM,1139320,11780,718920,106155,95929,15971
2,Toluene_StainedSYTO9,1,A5,Sample2,10/12/2017 5:29:27 PM,177320,140,32100,57313,109780,4700
2,Toluene_StainedSYTO9,1,A6,Sample3,10/12/2017 5:30:58 PM,1209000,13600,815740,107653,102861,17744
2,Toluene_StainedSYTO9,1,A4,Sample4,10/12/2017 5:32:30 PM,1173900,12200,726600,99890,85888,15499
2,Toluene_StainedSYTO9,1,A5,Sample5,10/12/2017 5:34:01 PM,187460,220,33800,55798,183405,4340
2,Toluene_StainedSYTO9,1,A6,Sample6,10/12/2017 5:35:33 PM,1236300,13800,829000,98510,95739,16997
2,Toluene_StainedSYTO9,1,G4,Sample10,10/12/2017 5:37:04 PM,62660,430,6910,21736,16522,4039
2,Toluene_StainedSYTO9,1,C4,Sample11,10/12/2017 5:39:22 PM,2798380,2452300,156380,44236,61910,4404
2,Toluene_StainedSYTO9,1,C5,Sample12,10/12/2017 5:40:54 PM,4206020,3719160,248080,72466,66481,4705
2,Toluene_StainedSYTO9,1,C6,Sample13,10/12/2017 5:42:25 PM,3524820,3138180,172300,36266,44639,4563
2,Toluene_StainedSYTO9,1,C4,Sample14,10/12/2017 5:43:57 PM,2827240,2500680,142880,43484,60949,4484
2,Toluene_StainedSYTO9,1,C5,Sample15,10/12/2017 5:45:28 PM,4113980,3663840,221840,67550,66897,4836
2,Toluene_StainedSYTO9,1,C6,Sample16,10/12/2017 5:47:00 PM,3395860,3046120,154420,37294,43906,4646
2,Toluene_StainedSYTO9,1,G5,Sample17,10/12/2017 5:48:31 PM,69030,6120,7380,5766,32272,3836
2,Toluene_StainedSYTO9,1,E4,Sample18,10/12/2017 5:50:50 PM,2334020,1806940,272060,44389,53332,4198
2,Toluene_StainedSYTO9,1,E5,Sample19,10/12/2017 5:52:21 PM,1769820,1469720,133820,52958,61716,4597
2,Toluene_StainedSYTO9,1,E6,Sample20,10/12/2017 5:53:53 PM,1254240,903080,167140,66769,53115,4389
2,Toluene_StainedSYTO9,1,E4,Sample21,10/12/2017 5:55:24 PM,2293720,1788240,259340,44073,52633,4264
2,Toluene_StainedSYTO9,1,E5,Sample22,10/12/2017 5:56:56 PM,1764620,1466180,130660,51442,61562,4707
2,Toluene_StainedSYTO9,1,E6,Sample23,10/12/2017 5:58:27 PM,1197040,856860,160980,66121,53384,4509
2,Toluene_StainedSYTO9,1,G6,Sample24,10/12/2017 5:59:59 PM,63180,2750,5740,14651,36447,4028
2,Toluene_StainedSYTO9,1,H1,Sample25,10/12/2017 6:02:17 PM,42120,360,1060,8366,36520,3479
2,Toluene_StainedSYTO9,1,H2,Sample26,10/12/2017 6:03:49 PM,47320,160,1080,8633,23287,4289
3,MixedC_Nonstained,1,A7,Sample1,10/12/2017 6:05:20 PM,338000,400,81140,6140,25025,4323
3,MixedC_Nonstained,1,A8,Sample2,10/12/2017 6:06:52 PM,325000,200,52920,6176,21391,4054
3,MixedC_Nonstained,1,A9,Sample3,10/12/2017 6:08:23 PM,342940,180,96980,4187,32259,15996
3,MixedC_Nonstained,1,A7,Sample4,10/12/2017 6:09:55 PM,348660,200,76760,4500,14208,5830
3,MixedC_Nonstained,1,A8,Sample5,10/12/2017 6:11:26 PM,333840,140,53420,5363,9412,4293
3,MixedC_Nonstained,1,A9,Sample6,10/12/2017 6:12:58 PM,341900,120,96640,3648,12979,1968
3,MixedC_Nonstained,1,G7,Sample7,10/12/2017 6:14:30 PM,59280,250,3950,2947,9797,4852
3,MixedC_Nonstained,1,C7,Sample8,10/12/2017 6:16:50 PM,254020,83580,3620,2530,158,4689
3,MixedC_Nonstained,1,C8,Sample9,10/12/2017 6:18:22 PM,256620,85660,3600,2339,161,4382
3,MixedC_Nonstained,1,C9,Sample10,10/12/2017 6:19:53 PM,293020,104800,4220,2834,156,4471
3,MixedC_Nonstained,1,C7,Sample11,10/12/2017 6:21:25 PM,255840,83020,3900,2786,178,4746
3,MixedC_Nonstained,1,C8,Sample12,10/12/2017 6:22:56 PM,258960,86260,3400,3333,152,4293
3,MixedC_Nonstained,1,C9,Sample13,10/12/2017 6:24:28 PM,308100,105460,4240,3592,231,4538
3,MixedC_Nonstained,1,G8,Sample14,10/12/2017 6:26:01 PM,59150,560,2960,2362,2484,3630
3,MixedC_Nonstained,1,E7,Sample15,10/12/2017 6:28:19 PM,370240,63140,61520,3430,221,4142
3,MixedC_Nonstained,1,E8,Sample16,10/12/2017 6:29:50 PM,357760,69920,45620,3658,198,4160
3,MixedC_Nonstained,1,E9,Sample17,10/12/2017 6:31:22 PM,342680,70340,44320,3268,154,4194
3,MixedC_Nonstained,1,E7,Sample18,10/12/2017 6:32:53 PM,372580,63140,57940,2960,176,4201
3,MixedC_Nonstained,1,E8,Sample19,10/12/2017 6:34:25 PM,362180,69480,41300,3162,248,4231
3,MixedC_Nonstained,1,E9,Sample20,10/12/2017 6:35:56 PM,348400,71820,44100,2967,165,4216
3,MixedC_Nonstained,1,G9,Sample21,10/12/2017 6:37:28 PM,58240,330,2430,4070,2518,3198
4,Toluene_Nonstained,1,A10,Sample1,10/12/2017 6:39:48 PM,1675960,160,247100,3441,282,2537
4,Toluene_Nonstained,1,A11,Sample2,10/12/2017 6:41:19 PM,189540,20,7400,4372,652,1966
