Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count,mChe+SYTO-9 Abs. Count,SYTO-9 Abs. Count,SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean PE-Texas Red-H
1,MixedC_StainedSYTO9,1,A1,Sample1,10/10/2017 8:36:16 PM,559520,1640,161260,13317,38047,6582
1,MixedC_StainedSYTO9,1,A2,Sample2,10/10/2017 8:37:47 PM,505960,880,138440,13792,20233,7894
1,MixedC_StainedSYTO9,1,A3,Sample3,10/10/2017 8:39:19 PM,515060,1440,166840,12546,28878,4675
1,MixedC_StainedSYTO9,1,A1,Sample4,10/10/2017 8:40:50 PM,486460,1100,146660,14356,91213,13242
1,MixedC_StainedSYTO9,1,A2,Sample5,10/10/2017 8:42:21 PM,469820,720,126940,13185,59270,5159
1,MixedC_StainedSYTO9,1,A3,Sample6,10/10/2017 8:43:53 PM,495560,1100,157920,12577,47938,4811
1,MixedC_StainedSYTO9,1,G1,Sample10,10/10/2017 8:45:24 PM,24700,10,450,7928,23402,1714
1,MixedC_StainedSYTO9,1,C1,Sample11,10/10/2017 8:47:43 PM,165100,68080,13300,62528,42221,7253
1,MixedC_StainedSYTO9,1,C2,Sample12,10/10/2017 8:49:14 PM,149760,65180,9300,49706,27957,7349
1,MixedC_StainedSYTO9,1,C3,Sample13,10/10/2017 8:50:46 PM,327340,71240,86400,29723,180003,7435
1,MixedC_StainedSYTO9,1,C1,Sample14,10/10/2017 8:52:17 PM,165880,72360,12720,62236,43317,7367
1,MixedC_StainedSYTO9,1,C2,Sample15,10/10/2017 8:53:49 PM,157040,69660,10580,44589,26991,7238
1,MixedC_StainedSYTO9,1,C3,Sample16,10/10/2017 8:55:20 PM,318240,73140,79400,29506,191939,7999
1,MixedC_StainedSYTO9,1,G2,Sample20,10/10/2017 8:56:52 PM,26260,460,2470,82436,1662490,7737
1,MixedC_StainedSYTO9,1,E1,Sample21,10/10/2017 8:59:10 PM,529100,67940,128520,14884,35124,7374
1,MixedC_StainedSYTO9,1,E2,Sample22,10/10/2017 9:00:42 PM,495300,66720,110620,11949,20725,7162
1,MixedC_StainedSYTO9,1,E3,Sample23,10/10/2017 9:02:13 PM,550940,70720,134240,16702,34030,7223
1,MixedC_StainedSYTO9,1,E1,Sample24,10/10/2017 9:03:45 PM,511420,70780,124120,14710,33348,7260
1,MixedC_StainedSYTO9,1,E2,Sample25,10/10/2017 9:05:16 PM,506740,71840,112100,12043,21294,7160
1,MixedC_StainedSYTO9,1,E3,Sample26,10/10/2017 9:06:48 PM,561860,72020,135880,15022,30609,7125
