Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count,mChe+SYTO-9 Abs. Count,SYTO-9 Abs. Count,SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean PE-Texas Red-H
1,MixedC_StainedSYTO9,1,A1,Sample1,10/12/2017 11:05:59 AM,535340,1200,186880,49822,106484,14482
1,MixedC_StainedSYTO9,1,A2,Sample2,10/12/2017 11:07:31 AM,367900,1100,151480,64207,362056,18791
1,MixedC_StainedSYTO9,1,A3,Sample3,10/12/2017 11:09:02 AM,553280,3140,329740,55088,79603,12254
1,MixedC_StainedSYTO9,1,A1,Sample4,10/12/2017 11:10:34 AM,366080,920,167080,50556,65646,12464
1,MixedC_StainedSYTO9,1,A2,Sample5,10/12/2017 11:12:05 AM,321100,840,140280,64027,196828,12626
1,MixedC_StainedSYTO9,1,A3,Sample6,10/12/2017 11:13:37 AM,543400,2380,320920,53020,88564,16992
1,MixedC_StainedSYTO9,1,G1,Sample10,10/12/2017 11:15:08 AM,183690,40,14700,5143,2692,2429
1,MixedC_StainedSYTO9,1,C1,Sample11,10/12/2017 11:17:26 AM,279240,115300,16540,12342,20908,4070
1,MixedC_StainedSYTO9,1,C2,Sample12,10/12/2017 11:18:58 AM,272740,118540,19080,16127,26137,3844
1,MixedC_StainedSYTO9,1,C3,Sample13,10/12/2017 11:20:29 AM,281320,122480,22040,18032,35446,3830
1,MixedC_StainedSYTO9,1,C1,Sample14,10/12/2017 11:22:01 AM,270920,109660,12840,10865,21096,4085
1,MixedC_StainedSYTO9,1,C2,Sample15,10/12/2017 11:23:32 AM,275860,113160,16880,13491,25497,3795
1,MixedC_StainedSYTO9,1,C3,Sample16,10/12/2017 11:25:04 AM,278980,117400,21900,16869,31364,3843
1,MixedC_StainedSYTO9,1,G2,Sample20,10/12/2017 11:26:35 AM,182910,350,31730,1587,20721,3493
1,MixedC_StainedSYTO9,1,E1,Sample21,10/12/2017 11:28:54 AM,382720,95040,115000,68222,26617,3948
1,MixedC_StainedSYTO9,1,E2,Sample22,10/12/2017 11:30:25 AM,353080,102360,91100,69254,24657,3810
1,MixedC_StainedSYTO9,1,E3,Sample23,10/12/2017 11:31:57 AM,369200,110400,103140,53583,30345,3786
1,MixedC_StainedSYTO9,1,E1,Sample24,10/12/2017 11:33:28 AM,365820,90060,105560,66858,24514,3874
