Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count,mChe+SYTO-9 Abs. Count,SYTO-9 Abs. Count,SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean PE-Texas Red-H
1,MixedC_StainedSYTO9,1,A1,Sample1,10/12/2017 8:09:31 PM,524160,2380,233160,43609,45740,8156
1,MixedC_StainedSYTO9,1,A2,Sample2,10/12/2017 8:11:03 PM,474500,1400,219900,50558,106721,11494
1,MixedC_StainedSYTO9,1,A3,Sample3,10/12/2017 8:12:34 PM,427960,1320,209660,50078,181643,15586
1,MixedC_StainedSYTO9,1,A1,Sample4,10/12/2017 8:14:06 PM,438360,1640,198260,44202,165856,9842
1,MixedC_StainedSYTO9,1,A2,Sample5,10/12/2017 8:15:37 PM,455780,1080,215760,51985,104380,14825
1,MixedC_StainedSYTO9,1,A3,Sample6,10/12/2017 8:17:09 PM,455520,1420,209200,49009,139463,15596
1,MixedC_StainedSYTO9,1,G1,Sample10,10/12/2017 8:18:40 PM,161850,40,13770,3690,3804,5525
1,MixedC_StainedSYTO9,1,C1,Sample11,10/12/2017 8:20:58 PM,342420,103960,23220,9344,17498,4074
1,MixedC_StainedSYTO9,1,C2,Sample12,10/12/2017 8:22:30 PM,331760,129600,20840,12466,19311,3954
1,MixedC_StainedSYTO9,1,C3,Sample13,10/12/2017 8:24:01 PM,365560,155480,24820,19002,24573,4123
1,MixedC_StainedSYTO9,1,C1,Sample14,10/12/2017 8:25:33 PM,326040,98800,17960,9400,17212,4087
1,MixedC_StainedSYTO9,1,C2,Sample15,10/12/2017 8:27:04 PM,361400,123160,22380,9822,19474,3918
1,MixedC_StainedSYTO9,1,C3,Sample16,10/12/2017 8:28:36 PM,375960,151820,24040,14846,23074,4132
1,MixedC_StainedSYTO9,1,G2,Sample20,10/12/2017 8:30:07 PM,155090,380,14030,1499,14277,3564
1,MixedC_StainedSYTO9,1,E1,Sample21,10/12/2017 8:32:26 PM,443560,91200,121940,56085,18153,3855
1,MixedC_StainedSYTO9,1,E2,Sample22,10/12/2017 8:33:57 PM,437320,109580,115620,58474,26411,3758
1,MixedC_StainedSYTO9,1,E3,Sample23,10/12/2017 8:35:29 PM,479960,132800,135760,50218,19775,3805
1,MixedC_StainedSYTO9,1,E1,Sample24,10/12/2017 8:37:00 PM,433160,86460,115420,57175,19137,3893
1,MixedC_StainedSYTO9,1,E2,Sample25,10/12/2017 8:38:32 PM,418080,99540,104080,59033,25604,3682
1,MixedC_StainedSYTO9,1,E3,Sample26,10/12/2017 8:40:03 PM,506480,131380,140920,50782,20319,3840
1,MixedC_StainedSYTO9,1,G3,Sample30,10/12/2017 8:41:35 PM,160550,420,24010,2265,50202,5786
2,Toluene_StainedSYTO9,1,A4,Sample1,10/12/2017 8:43:53 PM,3248440,101000,2419220,54510,55988,9396
2,Toluene_StainedSYTO9,1,A5,Sample2,10/12/2017 8:45:24 PM,325520,920,96400,80230,139249,9234
2,Toluene_StainedSYTO9,1,A6,Sample3,10/12/2017 8:46:56 PM,3948880,143480,2835120,46045,45341,7953
2,Toluene_StainedSYTO9,1,A4,Sample4,10/12/2017 8:48:27 PM,3173820,92640,2334420,51494,51123,8692
2,Toluene_StainedSYTO9,1,A5,Sample5,10/12/2017 8:49:59 PM,331760,440,97160,76400,43498,7221
2,Toluene_StainedSYTO9,1,A6,Sample6,10/12/2017 8:51:30 PM,4045860,139980,2865600,41891,41345,7469
