Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count,mChe+SYTO-9 Abs. Count,SYTO-9 Abs. Count,SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean PE-Texas Red-H
1,MixedC_StainedSYTO9,1,A1,Sample1,10/11/2017 10:52:25 AM,403260,660,60660,87267,548481,18523
1,MixedC_StainedSYTO9,1,A2,Sample2,10/11/2017 10:53:56 AM,271180,1020,53080,88905,283968,9027
1,MixedC_StainedSYTO9,1,A3,Sample3,10/11/2017 10:55:28 AM,255580,1180,59620,93806,113547,6466
1,MixedC_StainedSYTO9,1,A1,Sample4,10/11/2017 10:56:59 AM,239460,340,51640,83628,558655,12765
1,MixedC_StainedSYTO9,1,A2,Sample5,10/11/2017 10:58:31 AM,223860,760,47000,87427,176587,11086
1,MixedC_StainedSYTO9,1,A3,Sample6,10/11/2017 11:00:02 AM,233740,840,55240,94008,232290,9694
1,MixedC_StainedSYTO9,1,G1,Sample10,10/11/2017 11:01:34 AM,78130,140,22620,3509,42374,3840
1,MixedC_StainedSYTO9,1,C1,Sample11,10/11/2017 11:03:52 AM,748020,172680,34060,34562,93103,4343
1,MixedC_StainedSYTO9,1,C2,Sample12,10/11/2017 11:05:23 AM,1214980,203340,41280,37480,106936,4853
1,MixedC_StainedSYTO9,1,C3,Sample13,10/11/2017 11:06:55 AM,4151160,169660,53660,45727,106643,4188
1,MixedC_StainedSYTO9,1,C1,Sample14,10/11/2017 11:08:26 AM,4241380,183300,31760,30739,87862,4189
1,MixedC_StainedSYTO9,1,C2,Sample15,10/11/2017 11:09:58 AM,558740,204820,37340,34840,101143,4737
1,MixedC_StainedSYTO9,1,C3,Sample16,10/11/2017 11:11:29 AM,367380,153700,47820,38658,104257,3982
1,MixedC_StainedSYTO9,1,G2,Sample20,10/11/2017 11:13:01 AM,71110,450,27560,2520,66265,3176
1,MixedC_StainedSYTO9,1,E1,Sample21,10/11/2017 11:15:19 AM,348920,129600,51240,43035,96742,4894
1,MixedC_StainedSYTO9,1,E2,Sample22,10/11/2017 11:16:51 AM,355940,136720,61480,53308,107549,4702
1,MixedC_StainedSYTO9,1,E3,Sample23,10/11/2017 11:18:22 AM,398840,159220,72960,56809,133036,5775
1,MixedC_StainedSYTO9,1,E1,Sample24,10/11/2017 11:19:54 AM,349440,133480,49060,42206,96189,5100
1,MixedC_StainedSYTO9,1,E2,Sample25,10/11/2017 11:21:25 AM,366080,136200,59540,45411,104522,4713
